date,site,transect,quadrat,functional_group,percent_cover
08/01/00,Tektite,2,10,Macroalgae,20.1
08/01/00,Tektite,3,1,Macroalgae,31
08/01/00,Tektite,3,2,Macroalgae,7.5
08/01/00,Tektite,3,3,Macroalgae,9.6
08/01/00,Tektite,3,4,Macroalgae,18.5
08/01/00,Tektite,3,5,Macroalgae,15.6
08/01/00,Tektite,3,6,Macroalgae,17.5
08/01/00,Tektite,3,7,Macroalgae,17.5
08/01/00,Tektite,3,8,Macroalgae,12.5
08/01/00,Tektite,3,9,Macroalgae,28
08/01/00,Tektite,3,10,Macroalgae,21.8
08/01/01,Tektite,1,1,Macroalgae,9.8
08/01/01,Tektite,1,2,Macroalgae,35.1
08/01/01,Tektite,1,3,Macroalgae,24.1
08/01/01,Tektite,1,4,Macroalgae,18.3
08/01/01,Tektite,1,5,Macroalgae,21.2
08/01/01,Tektite,1,6,Macroalgae,12.6
08/01/01,Tektite,1,7,Macroalgae,15
08/01/01,Tektite,1,8,Macroalgae,19.1
08/01/01,Tektite,1,9,Macroalgae,7.8
08/01/01,Tektite,1,10,Macroalgae,14.6
08/01/01,Tektite,2,1,Macroalgae,11.9
08/01/01,Tektite,2,2,Macroalgae,11.1
08/01/01,Tektite,2,3,Macroalgae,12.2
08/01/01,Tektite,2,4,Macroalgae,6.5
08/01/01,Tektite,2,5,Macroalgae,3
08/01/01,Tektite,2,6,Macroalgae,4.6
08/01/01,Tektite,2,7,Macroalgae,0
08/01/01,Tektite,2,8,Macroalgae,2.5
08/01/01,Tektite,2,9,Macroalgae,3.5
08/01/01,Tektite,2,10,Macroalgae,6.6
08/01/01,Tektite,3,1,Macroalgae,12.4
08/01/01,Tektite,3,2,Macroalgae,8.1
08/01/01,Tektite,3,3,Macroalgae,5.5
08/01/01,Tektite,3,4,Macroalgae,7.8
08/01/01,Tektite,3,5,Macroalgae,5.6
08/01/01,Tektite,3,6,Macroalgae,10.1
08/01/01,Tektite,3,7,Macroalgae,8
08/01/01,Tektite,3,8,Macroalgae,4.7
08/01/01,Tektite,3,9,Macroalgae,5.1
08/01/01,Tektite,3,10,Macroalgae,9.5
08/01/02,Tektite,1,1,Macroalgae,22.5
08/01/02,Tektite,1,2,Macroalgae,48
08/01/02,Tektite,1,3,Macroalgae,41.8
08/01/02,Tektite,1,4,Macroalgae,36.7
08/01/02,Tektite,1,5,Macroalgae,10.9
08/01/02,Tektite,1,6,Macroalgae,12.4
08/01/02,Tektite,1,7,Macroalgae,14.1
08/01/02,Tektite,1,8,Macroalgae,13.5
08/01/02,Tektite,1,9,Macroalgae,12.8
08/01/02,Tektite,1,10,Macroalgae,21.4
08/01/02,Tektite,2,1,Macroalgae,20.9
08/01/02,Tektite,2,2,Macroalgae,16.1
08/01/02,Tektite,2,3,Macroalgae,12.2
08/01/02,Tektite,2,4,Macroalgae,19.5
08/01/02,Tektite,2,5,Macroalgae,3.6
08/01/02,Tektite,2,6,Macroalgae,2
08/01/02,Tektite,2,7,Macroalgae,3.6
08/01/02,Tektite,2,8,Macroalgae,10.5
08/01/02,Tektite,2,9,Macroalgae,7.6
08/01/02,Tektite,2,10,Macroalgae,13.4
08/01/02,Tektite,3,1,Macroalgae,10.4
08/01/02,Tektite,3,2,Macroalgae,5.8
08/01/02,Tektite,3,3,Macroalgae,8.6
08/01/02,Tektite,3,4,Macroalgae,8.7
08/01/02,Tektite,3,5,Macroalgae,14.4
08/01/02,Tektite,3,6,Macroalgae,13.5
08/01/02,Tektite,3,7,Macroalgae,23
08/01/02,Tektite,3,8,Macroalgae,6.6
08/01/02,Tektite,3,9,Macroalgae,18
08/01/02,Tektite,3,10,Macroalgae,11.9
08/01/03,Tektite,1,1,Macroalgae,8.6
08/01/03,Tektite,1,2,Macroalgae,20.4
08/01/03,Tektite,1,3,Macroalgae,26.1
08/01/03,Tektite,1,4,Macroalgae,20.4
08/01/03,Tektite,1,5,Macroalgae,6.6
08/01/03,Tektite,1,6,Macroalgae,10.1
08/01/03,Tektite,1,7,Macroalgae,7.2
08/01/03,Tektite,1,8,Macroalgae,7.6
08/01/03,Tektite,1,9,Macroalgae,6.2
08/01/03,Tektite,1,10,Macroalgae,10.1
08/01/03,Tektite,2,1,Macroalgae,6.6
08/01/03,Tektite,2,2,Macroalgae,10.1
08/01/03,Tektite,2,3,Macroalgae,8.2
08/01/03,Tektite,2,4,Macroalgae,15.6
08/01/03,Tektite,2,5,Macroalgae,3.6
08/01/03,Tektite,2,6,Macroalgae,5.2
08/01/03,Tektite,2,7,Macroalgae,3.1
08/01/03,Tektite,2,8,Macroalgae,5.1
08/01/03,Tektite,2,9,Macroalgae,5.6
08/01/03,Tektite,2,10,Macroalgae,9.6
08/01/03,Tektite,3,1,Macroalgae,12.8
08/01/03,Tektite,3,2,Macroalgae,8.2
08/01/03,Tektite,3,3,Macroalgae,6.1
08/01/03,Tektite,3,4,Macroalgae,10.2
08/01/03,Tektite,3,5,Macroalgae,7.7
08/01/03,Tektite,3,6,Macroalgae,6
08/01/03,Tektite,3,7,Macroalgae,7.6
08/01/03,Tektite,3,8,Macroalgae,5.1
08/01/03,Tektite,3,9,Macroalgae,10.3
08/01/03,Tektite,3,10,Macroalgae,10.9
08/01/04,Tektite,1,1,Macroalgae,26.5
08/01/04,Tektite,1,2,Macroalgae,30.4
08/01/04,Tektite,1,3,Macroalgae,19.5
08/01/04,Tektite,1,4,Macroalgae,24.8
08/01/04,Tektite,1,5,Macroalgae,11.4
08/01/04,Tektite,1,6,Macroalgae,22.6
08/01/04,Tektite,1,7,Macroalgae,9.7
08/01/04,Tektite,1,8,Macroalgae,7.3
08/01/04,Tektite,1,9,Macroalgae,7.2
08/01/04,Tektite,1,10,Macroalgae,8.8
08/01/04,Tektite,2,1,Macroalgae,20.1
08/01/04,Tektite,2,2,Macroalgae,50
08/01/04,Tektite,2,3,Macroalgae,7.7
08/01/04,Tektite,2,4,Macroalgae,7.8
08/01/04,Tektite,2,5,Macroalgae,8
08/01/04,Tektite,2,6,Macroalgae,5.4
08/01/04,Tektite,2,7,Macroalgae,7
08/01/04,Tektite,2,8,Macroalgae,4
08/01/04,Tektite,2,9,Macroalgae,10.1
08/01/04,Tektite,2,10,Macroalgae,6
08/01/04,Tektite,3,1,Macroalgae,11.7
08/01/04,Tektite,3,2,Macroalgae,6.7
08/01/04,Tektite,3,3,Macroalgae,17.5
08/01/04,Tektite,3,4,Macroalgae,28.2
08/01/04,Tektite,3,5,Macroalgae,12.6
08/01/04,Tektite,3,6,Macroalgae,6.2
08/01/04,Tektite,3,7,Macroalgae,2.6
08/01/04,Tektite,3,8,Macroalgae,14.4
08/01/04,Tektite,3,9,Macroalgae,11.5
08/01/04,Tektite,3,10,Macroalgae,7.4
08/01/05,Tektite,1,1,Macroalgae,24.9
08/01/05,Tektite,1,2,Macroalgae,16.6
08/01/05,Tektite,1,3,Macroalgae,21.8
08/01/05,Tektite,1,4,Macroalgae,23.7
08/01/05,Tektite,1,5,Macroalgae,13.6
08/01/05,Tektite,1,6,Macroalgae,31.1
08/01/05,Tektite,1,7,Macroalgae,10.1
08/01/05,Tektite,1,8,Macroalgae,19.8
08/01/05,Tektite,1,9,Macroalgae,16
08/01/05,Tektite,1,10,Macroalgae,18.3
08/01/05,Tektite,2,1,Macroalgae,43.2
08/01/05,Tektite,2,2,Macroalgae,21.5
08/01/05,Tektite,2,3,Macroalgae,38.6
08/01/05,Tektite,2,4,Macroalgae,22.4
08/01/05,Tektite,2,5,Macroalgae,5.4
08/01/05,Tektite,2,6,Macroalgae,3.5
08/01/05,Tektite,2,7,Macroalgae,6.5
08/01/05,Tektite,2,8,Macroalgae,10.9
08/01/05,Tektite,2,9,Macroalgae,14
08/01/05,Tektite,2,10,Macroalgae,24.6
08/01/05,Tektite,3,1,Macroalgae,12
08/01/05,Tektite,3,2,Macroalgae,9.6
08/01/05,Tektite,3,3,Macroalgae,16.5
08/01/05,Tektite,3,4,Macroalgae,24.8
08/01/05,Tektite,3,5,Macroalgae,28.8
08/01/05,Tektite,3,6,Macroalgae,19.8
08/01/05,Tektite,3,7,Macroalgae,23.6
08/01/05,Tektite,3,8,Macroalgae,19.9
08/01/05,Tektite,3,9,Macroalgae,18.3
08/01/05,Tektite,3,10,Macroalgae,11.6
08/01/06,Tektite,1,1,Macroalgae,49.5
08/01/06,Tektite,1,2,Macroalgae,52.5
08/01/06,Tektite,1,3,Macroalgae,41.3
08/01/06,Tektite,1,4,Macroalgae,66.2
08/01/06,Tektite,1,5,Macroalgae,36.8
08/01/06,Tektite,1,6,Macroalgae,26.2
08/01/06,Tektite,1,7,Macroalgae,30.2
08/01/06,Tektite,1,8,Macroalgae,39.8
08/01/06,Tektite,1,9,Macroalgae,42.4
08/01/06,Tektite,1,10,Macroalgae,27.5
08/01/06,Tektite,2,1,Macroalgae,53.2
08/01/06,Tektite,2,2,Macroalgae,39.8
08/01/06,Tektite,2,3,Macroalgae,37.8
08/01/06,Tektite,2,4,Macroalgae,36.7
08/01/06,Tektite,2,5,Macroalgae,27.4
08/01/06,Tektite,2,6,Macroalgae,20.7
08/01/06,Tektite,2,7,Macroalgae,21.4
08/01/06,Tektite,2,8,Macroalgae,27.7
08/01/06,Tektite,2,9,Macroalgae,38.4
08/01/06,Tektite,2,10,Macroalgae,30.7
08/01/06,Tektite,3,1,Macroalgae,32.8
08/01/06,Tektite,3,2,Macroalgae,21.3
08/01/06,Tektite,3,3,Macroalgae,24
08/01/06,Tektite,3,4,Macroalgae,39.7
08/01/06,Tektite,3,5,Macroalgae,37.5
08/01/06,Tektite,3,6,Macroalgae,24.4
08/01/06,Tektite,3,7,Macroalgae,34.2
08/01/06,Tektite,3,8,Macroalgae,43.2
08/01/06,Tektite,3,9,Macroalgae,41.6
08/01/06,Tektite,3,10,Macroalgae,39.3
08/01/07,Tektite,1,1,Macroalgae,24.5
08/01/07,Tektite,1,2,Macroalgae,25.1
08/01/07,Tektite,1,3,Macroalgae,37.4
08/01/07,Tektite,1,4,Macroalgae,43.8
08/01/07,Tektite,1,5,Macroalgae,30.3
08/01/07,Tektite,1,6,Macroalgae,23
08/01/07,Tektite,1,7,Macroalgae,35.2
08/01/07,Tektite,1,8,Macroalgae,35.4
08/01/07,Tektite,1,9,Macroalgae,21.6
08/01/07,Tektite,1,10,Macroalgae,58.7
08/01/07,Tektite,2,1,Macroalgae,48.1
08/01/07,Tektite,2,2,Macroalgae,59.9
08/01/07,Tektite,2,3,Macroalgae,43.2
08/01/07,Tektite,2,4,Macroalgae,37.5
08/01/07,Tektite,2,5,Macroalgae,32.8
08/01/07,Tektite,2,6,Macroalgae,29.3
08/01/07,Tektite,2,7,Macroalgae,37.6
08/01/07,Tektite,2,8,Macroalgae,44.3
08/01/07,Tektite,2,9,Macroalgae,48
08/01/07,Tektite,2,10,Macroalgae,23.5
08/01/07,Tektite,3,1,Macroalgae,34
08/01/07,Tektite,3,2,Macroalgae,22.8
08/01/07,Tektite,3,3,Macroalgae,22.2
08/01/07,Tektite,3,4,Macroalgae,33.5
08/01/07,Tektite,3,5,Macroalgae,24.7
08/01/07,Tektite,3,6,Macroalgae,37.5
08/01/07,Tektite,3,7,Macroalgae,26.6
08/01/07,Tektite,3,8,Macroalgae,38.7
08/01/07,Tektite,3,9,Macroalgae,38.5
08/01/07,Tektite,3,10,Macroalgae,39.2
08/01/08,Tektite,1,1,Macroalgae,21.9
08/01/08,Tektite,1,2,Macroalgae,15.8
08/01/08,Tektite,1,3,Macroalgae,20.9
08/01/08,Tektite,1,4,Macroalgae,21.9
08/01/08,Tektite,1,5,Macroalgae,10.6
08/01/08,Tektite,1,6,Macroalgae,12.5
08/01/08,Tektite,1,7,Macroalgae,6.8
08/01/08,Tektite,1,8,Macroalgae,28.4
08/01/08,Tektite,1,9,Macroalgae,18
08/01/08,Tektite,1,10,Macroalgae,18.4
08/01/08,Tektite,2,1,Macroalgae,9.2
08/01/08,Tektite,2,2,Macroalgae,21.4
08/01/08,Tektite,2,3,Macroalgae,10.3
08/01/08,Tektite,2,4,Macroalgae,8.3
08/01/08,Tektite,2,5,Macroalgae,5.1
08/01/08,Tektite,2,6,Macroalgae,9.2
08/01/08,Tektite,2,7,Macroalgae,8.3
08/01/08,Tektite,2,8,Macroalgae,15.4
08/01/08,Tektite,2,9,Macroalgae,17.4
08/01/08,Tektite,2,10,Macroalgae,9.8
08/01/08,Tektite,3,1,Macroalgae,6.1
08/01/08,Tektite,3,2,Macroalgae,3.4
08/01/08,Tektite,3,3,Macroalgae,4.6
08/01/08,Tektite,3,4,Macroalgae,19.2
08/01/08,Tektite,3,5,Macroalgae,4
08/01/08,Tektite,3,6,Macroalgae,8.6
08/01/08,Tektite,3,7,Macroalgae,8.6
08/01/08,Tektite,3,8,Macroalgae,6.9
08/01/08,Tektite,3,9,Macroalgae,18
08/01/08,Tektite,3,10,Macroalgae,7.9
08/01/09,Tektite,1,1,Macroalgae,20.8
08/01/09,Tektite,1,2,Macroalgae,8.2
08/01/09,Tektite,1,3,Macroalgae,18
08/01/09,Tektite,1,4,Macroalgae,26.4
08/01/09,Tektite,1,5,Macroalgae,21.2
08/01/09,Tektite,1,6,Macroalgae,22.7
08/01/09,Tektite,1,7,Macroalgae,25.8
08/01/09,Tektite,1,8,Macroalgae,21
08/01/09,Tektite,1,9,Macroalgae,13.8
08/01/09,Tektite,1,10,Macroalgae,11.6
08/01/09,Tektite,2,1,Macroalgae,19.6
08/01/09,Tektite,2,2,Macroalgae,25.3
08/01/09,Tektite,2,3,Macroalgae,23.1
08/01/09,Tektite,2,4,Macroalgae,19
08/01/09,Tektite,2,5,Macroalgae,12.8
08/01/09,Tektite,2,6,Macroalgae,9.1
08/01/09,Tektite,2,7,Macroalgae,12.9
08/01/09,Tektite,2,8,Macroalgae,25.8
08/01/09,Tektite,2,9,Macroalgae,28.4
08/01/09,Tektite,2,10,Macroalgae,13.2
08/01/09,Tektite,3,1,Macroalgae,7.1
08/01/09,Tektite,3,2,Macroalgae,9.7
08/01/09,Tektite,3,3,Macroalgae,9.5
08/01/09,Tektite,3,4,Macroalgae,15.6
08/01/09,Tektite,3,5,Macroalgae,16.8
08/01/09,Tektite,3,6,Macroalgae,19.6
08/01/09,Tektite,3,7,Macroalgae,25.4
08/01/09,Tektite,3,8,Macroalgae,16.7
08/01/09,Tektite,3,9,Macroalgae,33
08/01/09,Tektite,3,10,Macroalgae,15.7
08/01/10,Tektite,1,1,Macroalgae,27.4
08/01/10,Tektite,1,2,Macroalgae,21.2
08/01/10,Tektite,1,3,Macroalgae,23.4
08/01/10,Tektite,1,4,Macroalgae,36.7
08/01/10,Tektite,1,5,Macroalgae,49.5
08/01/10,Tektite,1,6,Macroalgae,41.6
08/01/10,Tektite,1,7,Macroalgae,38.1
08/01/10,Tektite,1,8,Macroalgae,45
08/01/10,Tektite,1,9,Macroalgae,41.8
08/01/10,Tektite,1,10,Macroalgae,21.4
08/01/10,Tektite,2,1,Macroalgae,21.6
08/01/10,Tektite,2,2,Macroalgae,30.2
08/01/10,Tektite,2,3,Macroalgae,49.2
08/01/10,Tektite,2,4,Macroalgae,45.4
08/01/10,Tektite,2,5,Macroalgae,22.6
08/01/10,Tektite,2,6,Macroalgae,22.6
08/01/10,Tektite,2,7,Macroalgae,13.4
08/01/10,Tektite,2,8,Macroalgae,26
08/01/10,Tektite,2,9,Macroalgae,7
08/01/10,Tektite,2,10,Macroalgae,14.6
08/01/10,Tektite,3,1,Macroalgae,18.8
08/01/10,Tektite,3,2,Macroalgae,13.1
08/01/10,Tektite,3,3,Macroalgae,16
08/01/10,Tektite,3,4,Macroalgae,16.3
08/01/10,Tektite,3,5,Macroalgae,15.8
08/01/10,Tektite,3,6,Macroalgae,26.2
08/01/10,Tektite,3,7,Macroalgae,19.3
08/01/10,Tektite,3,8,Macroalgae,23.2
08/01/10,Tektite,3,9,Macroalgae,9.5
08/01/10,Tektite,3,10,Macroalgae,27.5
08/01/11,Tektite,1,1,Macroalgae,32.3
08/01/11,Tektite,1,2,Macroalgae,28.8
08/01/11,Tektite,1,3,Macroalgae,29.1
08/01/11,Tektite,1,4,Macroalgae,29.1
08/01/11,Tektite,1,5,Macroalgae,32
08/01/11,Tektite,1,6,Macroalgae,25
08/01/11,Tektite,1,7,Macroalgae,26.8
08/01/11,Tektite,1,8,Macroalgae,36.5
08/01/11,Tektite,1,9,Macroalgae,25.6
08/01/11,Tektite,1,10,Macroalgae,32.7
08/01/11,Tektite,2,1,Macroalgae,21
08/01/11,Tektite,2,2,Macroalgae,23.6
08/01/11,Tektite,2,3,Macroalgae,22.6
08/01/11,Tektite,2,4,Macroalgae,30.2
08/01/11,Tektite,2,5,Macroalgae,24.2
08/01/11,Tektite,2,6,Macroalgae,21
08/01/11,Tektite,2,7,Macroalgae,16.5
08/01/11,Tektite,2,8,Macroalgae,30
08/01/11,Tektite,2,9,Macroalgae,22
08/01/11,Tektite,2,10,Macroalgae,16.9
08/01/11,Tektite,3,1,Macroalgae,36.2
08/01/11,Tektite,3,2,Macroalgae,29.5
08/01/11,Tektite,3,3,Macroalgae,30.8
08/01/11,Tektite,3,4,Macroalgae,45.6
08/01/11,Tektite,3,5,Macroalgae,27.3
08/01/11,Tektite,3,6,Macroalgae,31.2
08/01/11,Tektite,3,7,Macroalgae,16.8
08/01/11,Tektite,3,8,Macroalgae,34.5
08/01/11,Tektite,3,9,Macroalgae,30.2
08/01/11,Tektite,3,10,Macroalgae,20.8
08/01/12,Tektite,1,1,Macroalgae,34.8
08/01/12,Tektite,1,2,Macroalgae,27.6
08/01/12,Tektite,1,3,Macroalgae,34.7
08/01/12,Tektite,1,4,Macroalgae,32.2
08/01/12,Tektite,1,5,Macroalgae,38
08/01/12,Tektite,1,6,Macroalgae,26
08/01/12,Tektite,1,7,Macroalgae,31.8
08/01/12,Tektite,1,8,Macroalgae,37.2
08/01/12,Tektite,1,9,Macroalgae,31
08/01/12,Tektite,1,10,Macroalgae,42.7
08/01/12,Tektite,2,1,Macroalgae,19.6
08/01/12,Tektite,2,2,Macroalgae,38
08/01/12,Tektite,2,3,Macroalgae,48.2
08/01/12,Tektite,2,4,Macroalgae,44.2
08/01/12,Tektite,2,5,Macroalgae,30.5
08/01/12,Tektite,2,6,Macroalgae,26
08/01/12,Tektite,2,7,Macroalgae,34.3
08/01/12,Tektite,2,8,Macroalgae,38
08/01/12,Tektite,2,9,Macroalgae,39.7
08/01/12,Tektite,2,10,Macroalgae,36.5
08/01/12,Tektite,3,1,Macroalgae,41.4
08/01/12,Tektite,3,2,Macroalgae,35.9
08/01/12,Tektite,3,3,Macroalgae,29.6
08/01/12,Tektite,3,4,Macroalgae,34.7
08/01/12,Tektite,3,5,Macroalgae,46.5
08/01/12,Tektite,3,6,Macroalgae,45.7
08/01/12,Tektite,3,7,Macroalgae,36.9
08/01/12,Tektite,3,8,Macroalgae,25.4
08/01/12,Tektite,3,9,Macroalgae,53.5
08/01/12,Tektite,3,10,Macroalgae,33.5
08/01/13,Tektite,1,1,Macroalgae,20.5
08/01/13,Tektite,1,2,Macroalgae,17.5
08/01/13,Tektite,1,3,Macroalgae,24
08/01/13,Tektite,1,4,Macroalgae,42
08/01/13,Tektite,1,5,Macroalgae,30.6
08/01/13,Tektite,1,6,Macroalgae,25.6
08/01/13,Tektite,1,7,Macroalgae,15.5
08/01/13,Tektite,1,8,Macroalgae,33.7
08/01/13,Tektite,1,9,Macroalgae,22.3
08/01/13,Tektite,1,10,Macroalgae,31.5
08/01/13,Tektite,2,1,Macroalgae,31.8
08/01/13,Tektite,2,2,Macroalgae,28.9
08/01/13,Tektite,2,3,Macroalgae,31.2
08/01/13,Tektite,2,4,Macroalgae,37.6
08/01/13,Tektite,2,5,Macroalgae,24.9
08/01/13,Tektite,2,6,Macroalgae,22.5
08/01/13,Tektite,2,7,Macroalgae,24.5
08/01/13,Tektite,2,8,Macroalgae,30.8
08/01/13,Tektite,2,9,Macroalgae,32.1
08/01/13,Tektite,2,10,Macroalgae,34.7
08/01/13,Tektite,3,1,Macroalgae,32.7
08/01/13,Tektite,3,2,Macroalgae,34.7
08/01/13,Tektite,3,3,Macroalgae,43
08/01/13,Tektite,3,4,Macroalgae,39.4
08/01/13,Tektite,3,5,Macroalgae,22.1
08/01/13,Tektite,3,6,Macroalgae,44.6
08/01/13,Tektite,3,7,Macroalgae,23.6
08/01/13,Tektite,3,8,Macroalgae,28.6
08/01/13,Tektite,3,9,Macroalgae,40.1
08/01/13,Tektite,3,10,Macroalgae,26.9
08/01/14,Tektite,1,1,Macroalgae,38
08/01/14,Tektite,1,2,Macroalgae,30.2
08/01/14,Tektite,1,3,Macroalgae,42.5
08/01/14,Tektite,1,4,Macroalgae,37.4
08/01/14,Tektite,1,5,Macroalgae,35
08/01/14,Tektite,1,6,Macroalgae,37.5
08/01/14,Tektite,1,7,Macroalgae,37.7
08/01/14,Tektite,1,8,Macroalgae,34.5
08/01/14,Tektite,1,9,Macroalgae,20
08/01/14,Tektite,1,10,Macroalgae,43
08/01/14,Tektite,2,1,Macroalgae,32
08/01/14,Tektite,2,2,Macroalgae,35.5
08/01/14,Tektite,2,3,Macroalgae,41.9
08/01/14,Tektite,2,4,Macroalgae,37.4
08/01/14,Tektite,2,5,Macroalgae,30
08/01/14,Tektite,2,6,Macroalgae,24.7
08/01/14,Tektite,2,7,Macroalgae,31.2
08/01/14,Tektite,2,8,Macroalgae,34
08/01/14,Tektite,2,9,Macroalgae,31.8
08/01/14,Tektite,2,10,Macroalgae,25
08/01/14,Tektite,3,1,Macroalgae,25
08/01/14,Tektite,3,2,Macroalgae,25.1
08/01/14,Tektite,3,3,Macroalgae,33.8
08/01/14,Tektite,3,4,Macroalgae,33.8
08/01/14,Tektite,3,5,Macroalgae,28.3
08/01/14,Tektite,3,6,Macroalgae,26.8
08/01/14,Tektite,3,7,Macroalgae,30
08/01/14,Tektite,3,8,Macroalgae,21.1
08/01/14,Tektite,3,9,Macroalgae,37.9
08/01/14,Tektite,3,10,Macroalgae,23.6
08/01/15,Tektite,1,1,Macroalgae,31
08/01/15,Tektite,1,2,Macroalgae,41.5
08/01/15,Tektite,1,3,Macroalgae,38
08/01/15,Tektite,1,4,Macroalgae,45
08/01/15,Tektite,1,5,Macroalgae,30.5
08/01/15,Tektite,1,6,Macroalgae,40.5
08/01/15,Tektite,1,7,Macroalgae,37.2
08/01/15,Tektite,1,8,Macroalgae,51
08/01/15,Tektite,1,9,Macroalgae,39.5
08/01/15,Tektite,1,10,Macroalgae,42
08/01/15,Tektite,2,1,Macroalgae,39
08/01/15,Tektite,2,2,Macroalgae,53.5
08/01/15,Tektite,2,3,Macroalgae,51.5
08/01/15,Tektite,2,4,Macroalgae,45
08/01/15,Tektite,2,5,Macroalgae,28.6
08/01/15,Tektite,2,6,Macroalgae,32
08/01/15,Tektite,2,7,Macroalgae,36.5
08/01/15,Tektite,2,8,Macroalgae,45
08/01/15,Tektite,2,9,Macroalgae,63.5
08/01/15,Tektite,2,10,Macroalgae,51.3
08/01/15,Tektite,3,1,Macroalgae,46
08/01/15,Tektite,3,2,Macroalgae,41.5
08/01/15,Tektite,3,3,Macroalgae,41
08/01/15,Tektite,3,4,Macroalgae,37.5
08/01/15,Tektite,3,5,Macroalgae,38
08/01/15,Tektite,3,6,Macroalgae,46.5
08/01/15,Tektite,3,7,Macroalgae,49.5
08/01/15,Tektite,3,8,Macroalgae,44.5
08/01/15,Tektite,3,9,Macroalgae,57.3
08/01/15,Tektite,3,10,Macroalgae,44.9
12/01/87,Tektite,1,1,CTB,6
12/01/87,Tektite,1,2,CTB,74
12/01/87,Tektite,1,3,CTB,45
12/01/87,Tektite,1,4,CTB,61.5
12/01/87,Tektite,1,5,CTB,48
12/01/87,Tektite,1,6,CTB,10
12/01/87,Tektite,1,7,CTB,3
12/01/87,Tektite,1,8,CTB,29
12/01/87,Tektite,1,9,CTB,38
12/01/87,Tektite,1,10,CTB,30.5
12/01/87,Tektite,2,1,CTB,29
12/01/87,Tektite,2,2,CTB,31.5
12/01/87,Tektite,2,3,CTB,26
12/01/87,Tektite,2,4,CTB,24
12/01/87,Tektite,2,5,CTB,10
12/01/87,Tektite,2,6,CTB,11.5
12/01/87,Tektite,2,7,CTB,6
12/01/87,Tektite,2,8,CTB,14.5
12/01/87,Tektite,2,9,CTB,19
12/01/87,Tektite,2,10,CTB,15.5
12/01/87,Tektite,3,1,CTB,22
12/01/87,Tektite,3,2,CTB,16
12/01/87,Tektite,3,3,CTB,19.3
12/01/87,Tektite,3,4,CTB,31
12/01/87,Tektite,3,5,CTB,31
12/01/87,Tektite,3,6,CTB,39
12/01/87,Tektite,3,7,CTB,30
12/01/87,Tektite,3,8,CTB,19.5
12/01/87,Tektite,3,9,CTB,14.5
12/01/87,Tektite,3,10,CTB,20.5
03/01/88,Tektite,1,1,CTB,44.5
03/01/88,Tektite,1,2,CTB,63
03/01/88,Tektite,1,3,CTB,39.5
03/01/88,Tektite,1,4,CTB,46
03/01/88,Tektite,1,5,CTB,62
03/01/88,Tektite,1,6,CTB,19
03/01/88,Tektite,1,7,CTB,6.8
03/01/88,Tektite,1,8,CTB,29
03/01/88,Tektite,1,9,CTB,38.5
03/01/88,Tektite,2,1,CTB,32.5
03/01/88,Tektite,2,2,CTB,21
03/01/88,Tektite,2,3,CTB,36.5
03/01/88,Tektite,2,4,CTB,25.5
03/01/88,Tektite,2,5,CTB,11.5
03/01/88,Tektite,2,6,CTB,21
03/01/88,Tektite,2,7,CTB,19.5
03/01/88,Tektite,2,8,CTB,10.5
03/01/88,Tektite,2,9,CTB,18
03/01/88,Tektite,2,10,CTB,15.5
03/01/88,Tektite,3,1,CTB,12.5
03/01/88,Tektite,3,2,CTB,25.5
03/01/88,Tektite,3,3,CTB,10.5
03/01/88,Tektite,3,4,CTB,24.5
03/01/88,Tektite,3,5,CTB,44.5
03/01/88,Tektite,3,6,CTB,32
03/01/88,Tektite,3,7,CTB,14
03/01/88,Tektite,3,8,CTB,14
03/01/88,Tektite,3,9,CTB,22
03/01/88,Tektite,3,10,CTB,25
07/01/88,Tektite,1,1,CTB,33.5
07/01/88,Tektite,1,2,CTB,40.5
07/01/88,Tektite,1,3,CTB,29.8
07/01/88,Tektite,1,4,CTB,33
07/01/88,Tektite,1,5,CTB,41
07/01/88,Tektite,1,6,CTB,10.5
07/01/88,Tektite,1,7,CTB,9
07/01/88,Tektite,1,8,CTB,22
07/01/88,Tektite,1,9,CTB,34.5
07/01/88,Tektite,1,10,CTB,23
07/01/88,Tektite,2,1,CTB,27.5
07/01/88,Tektite,2,2,CTB,29.5
07/01/88,Tektite,2,3,CTB,27.5
07/01/88,Tektite,2,4,CTB,25
07/01/88,Tektite,2,5,CTB,7.5
07/01/88,Tektite,2,6,CTB,9
07/01/88,Tektite,2,7,CTB,26
07/01/88,Tektite,2,8,CTB,7
07/01/88,Tektite,2,9,CTB,21
07/01/88,Tektite,2,10,CTB,26.5
07/01/88,Tektite,3,1,CTB,12.5
07/01/88,Tektite,3,2,CTB,15.5
07/01/88,Tektite,3,3,CTB,12.5
07/01/88,Tektite,3,4,CTB,25
07/01/88,Tektite,3,5,CTB,27.5
07/01/88,Tektite,3,6,CTB,22.5
07/01/88,Tektite,3,7,CTB,16.5
07/01/88,Tektite,3,8,CTB,11.5
07/01/88,Tektite,3,9,CTB,16
07/01/88,Tektite,3,10,CTB,32.5
12/01/88,Tektite,2,1,CTB,24.5
12/01/88,Tektite,2,2,CTB,19.5
12/01/88,Tektite,2,3,CTB,29.5
12/01/88,Tektite,2,4,CTB,20.5
12/01/88,Tektite,2,5,CTB,21
12/01/88,Tektite,2,6,CTB,29.5
12/01/88,Tektite,2,7,CTB,12
