site,quadrat,year,image_id,functional_group,percent_cover
Little Lameshur Bay,37,2011,DSC_2287,All coral,0
Little Lameshur Bay,38,2011,DSC_2288,All coral,0.5
Little Lameshur Bay,39,2011,DSC_2289,All coral,0.5
Little Lameshur Bay,40,2011,DSC_2290,All coral,4.5
Neptunes Table,1,2011,DSC_2335,All coral,8.2
Neptunes Table,2,2011,DSC_2336,All coral,11.7
Neptunes Table,3,2011,DSC_2337,All coral,0
Neptunes Table,4,2011,DSC_2338,All coral,0
Neptunes Table,5,2011,DSC_2339,All coral,0
Neptunes Table,6,2011,DSC_2340,All coral,0
Neptunes Table,7,2011,DSC_2341,All coral,0
Neptunes Table,8,2011,DSC_2342,All coral,0
Neptunes Table,9,2011,DSC_2343,All coral,0
Neptunes Table,10,2011,DSC_2344,All coral,0
Neptunes Table,11,2011,DSC_2345,All coral,0
Neptunes Table,12,2011,DSC_2346,All coral,1
Neptunes Table,13,2011,DSC_2347,All coral,0
Neptunes Table,14,2011,DSC_2348,All coral,0
Neptunes Table,15,2011,DSC_2349,All coral,0
Neptunes Table,16,2011,DSC_2350,All coral,0
Neptunes Table,17,2011,DSC_2351,All coral,0
Neptunes Table,18,2011,DSC_2352,All coral,0
Neptunes Table,19,2011,DSC_2353,All coral,0
Neptunes Table,20,2011,DSC_2354,All coral,5.6
Neptunes Table,21,2011,DSC_2355,All coral,3
Neptunes Table,22,2011,DSC_2356,All coral,0
Neptunes Table,23,2011,DSC_2357,All coral,0
Neptunes Table,24,2011,DSC_2358,All coral,0
Neptunes Table,25,2011,DSC_2359,All coral,0
Neptunes Table,26,2011,DSC_2360,All coral,1.5
Neptunes Table,27,2011,DSC_2361,All coral,0.5
Neptunes Table,28,2011,DSC_2362,All coral,0
Neptunes Table,29,2011,DSC_2363,All coral,1
Neptunes Table,30,2011,DSC_2364,All coral,3
Neptunes Table,31,2011,DSC_2365,All coral,2
Neptunes Table,32,2011,DSC_2366,All coral,2.5
Neptunes Table,33,2011,DSC_2367,All coral,0
Neptunes Table,34,2011,DSC_2368,All coral,0
Neptunes Table,35,2011,DSC_2369,All coral,0
Neptunes Table,36,2011,DSC_2370,All coral,0
Neptunes Table,37,2011,DSC_2371,All coral,0
Neptunes Table,38,2011,DSC_2372,All coral,1
Neptunes Table,39,2011,DSC_2373,All coral,1
Neptunes Table,40,2011,DSC_2374,All coral,3.5
White Point,1,2011,DSC_2158,All coral,5.3
White Point,2,2011,DSC_2159,All coral,1.6
White Point,3,2011,DSC_2160,All coral,4.6
White Point,4,2011,DSC_2161,All coral,29.7
White Point,5,2011,DSC_2162,All coral,5.2
White Point,6,2011,DSC_2163,All coral,0
White Point,7,2011,DSC_2164,All coral,1.6
White Point,8,2011,DSC_2165,All coral,1.5
White Point,9,2011,DSC_2166,All coral,1.6
White Point,10,2011,DSC_2167,All coral,0
White Point,11,2011,DSC_2168,All coral,3.1
White Point,12,2011,DSC_2169,All coral,6.5
White Point,13,2011,DSC_2170,All coral,1.1
White Point,14,2011,DSC_2171,All coral,0
White Point,15,2011,DSC_2172,All coral,1.6
White Point,16,2011,DSC_2173,All coral,16.6
White Point,17,2011,DSC_2174,All coral,0
White Point,18,2011,DSC_2175,All coral,0.5
White Point,19,2011,DSC_2176,All coral,8
White Point,20,2011,DSC_2177,All coral,6.3
White Point,21,2011,DSC_2178,All coral,4.1
White Point,22,2011,DSC_2179,All coral,16.2
White Point,23,2011,DSC_2180,All coral,1.6
White Point,24,2011,DSC_2181,All coral,3.1
White Point,25,2011,DSC_2182,All coral,0
White Point,26,2011,DSC_2183,All coral,0.5
White Point,27,2011,DSC_2184,All coral,8
White Point,28,2011,DSC_2185,All coral,10.5
White Point,29,2011,DSC_2186,All coral,3.1
White Point,30,2011,DSC_2187,All coral,5.7
White Point,31,2011,DSC_2188,All coral,11.8
White Point,32,2011,DSC_2189,All coral,13.5
White Point,33,2011,DSC_2190,All coral,2.5
White Point,34,2011,DSC_2191,All coral,0
White Point,35,2011,DSC_2192,All coral,5.1
White Point,36,2011,DSC_2193,All coral,1.6
White Point,37,2011,DSC_2194,All coral,2.2
White Point,38,2011,DSC_2195,All coral,9.3
White Point,39,2011,DSC_2196,All coral,2
White Point,40,2011,DSC_2197,All coral,1
Cabritte,1,2011,DSC_2116,Macroalgae,44.3
Cabritte,2,2011,DSC_2117,Macroalgae,19.3
Cabritte,3,2011,DSC_2118,Macroalgae,43.5
Cabritte,4,2011,DSC_2119,Macroalgae,18
Cabritte,5,2011,DSC_2120,Macroalgae,9.5
Cabritte,6,2011,DSC_2121,Macroalgae,22.4
Cabritte,7,2011,DSC_2122,Macroalgae,33.5
Cabritte,8,2011,DSC_2123,Macroalgae,23
Cabritte,9,2011,DSC_2124,Macroalgae,61.9
Cabritte,10,2011,DSC_2125,Macroalgae,26
Cabritte,11,2011,DSC_2126,Macroalgae,16.9
Cabritte,12,2011,DSC_2127,Macroalgae,31
Cabritte,13,2011,DSC_2128,Macroalgae,11.3
Cabritte,14,2011,DSC_2129,Macroalgae,24.5
Cabritte,15,2011,DSC_2130,Macroalgae,24.7
Cabritte,16,2011,DSC_2131,Macroalgae,9.5
Cabritte,17,2011,DSC_2132,Macroalgae,1
Cabritte,18,2011,DSC_2133,Macroalgae,26.1
Cabritte,19,2011,DSC_2134,Macroalgae,14.4
Cabritte,20,2011,DSC_2135,Macroalgae,12.8
Cabritte,21,2011,DSC_2136,Macroalgae,10.1
Cabritte,22,2011,DSC_2137,Macroalgae,26.2
Cabritte,23,2011,DSC_2138,Macroalgae,26.8
Cabritte,24,2011,DSC_2139,Macroalgae,41.1
Cabritte,25,2011,DSC_2140,Macroalgae,30.3
Cabritte,26,2011,DSC_2141,Macroalgae,26.5
Cabritte,27,2011,DSC_2142,Macroalgae,35
Cabritte,28,2011,DSC_2143,Macroalgae,26
Cabritte,29,2011,DSC_2144,Macroalgae,19
Cabritte,30,2011,DSC_2145,Macroalgae,19.7
Cabritte,31,2011,DSC_2146,Macroalgae,33.8
Cabritte,32,2011,DSC_2147,Macroalgae,69.2
Cabritte,33,2011,DSC_2148,Macroalgae,31.6
Cabritte,34,2011,DSC_2149,Macroalgae,20
Cabritte,35,2011,DSC_2150,Macroalgae,9.6
Cabritte,36,2011,DSC_2151,Macroalgae,4.5
Cabritte,37,2011,DSC_2152,Macroalgae,0
Cabritte,38,2011,DSC_2153,Macroalgae,0.5
Cabritte,39,2011,DSC_2154,Macroalgae,29
Cabritte,40,2011,DSC_2155,Macroalgae,36.2
East Tektite,1,2011,DSC_2295,Macroalgae,73.5
East Tektite,2,2011,DSC_2296,Macroalgae,32
East Tektite,3,2011,DSC_2297,Macroalgae,7.5
East Tektite,4,2011,DSC_2298,Macroalgae,68
East Tektite,5,2011,DSC_2299,Macroalgae,38.5
East Tektite,6,2011,DSC_2300,Macroalgae,0
East Tektite,7,2011,DSC_2301,Macroalgae,8.5
East Tektite,8,2011,DSC_2302,Macroalgae,23
East Tektite,9,2011,DSC_2303,Macroalgae,19
East Tektite,10,2011,DSC_2304,Macroalgae,58.5
East Tektite,11,2011,DSC_2305,Macroalgae,53
East Tektite,12,2011,DSC_2306,Macroalgae,33.5
East Tektite,13,2011,DSC_2307,Macroalgae,36
East Tektite,14,2011,DSC_2308,Macroalgae,43
East Tektite,15,2011,DSC_2309,Macroalgae,53
East Tektite,16,2011,DSC_2310,Macroalgae,51.5
East Tektite,17,2011,DSC_2311,Macroalgae,42.5
East Tektite,18,2011,DSC_2312,Macroalgae,49
East Tektite,19,2011,DSC_2313,Macroalgae,54.5
East Tektite,20,2011,DSC_2314,Macroalgae,0
East Tektite,21,2011,DSC_2315,Macroalgae,47.5
East Tektite,22,2011,DSC_2316,Macroalgae,23.5
East Tektite,23,2011,DSC_2317,Macroalgae,37
East Tektite,24,2011,DSC_2318,Macroalgae,27.5
East Tektite,25,2011,DSC_2319,Macroalgae,40.5
East Tektite,26,2011,DSC_2320,Macroalgae,15
East Tektite,27,2011,DSC_2321,Macroalgae,9
East Tektite,28,2011,DSC_2322,Macroalgae,50.5
East Tektite,29,2011,DSC_2323,Macroalgae,72.5
East Tektite,30,2011,DSC_2324,Macroalgae,33
East Tektite,31,2011,DSC_2325,Macroalgae,45
East Tektite,32,2011,DSC_2326,Macroalgae,42.5
East Tektite,33,2011,DSC_2327,Macroalgae,37.5
East Tektite,34,2011,DSC_2328,Macroalgae,32
East Tektite,35,2011,DSC_2329,Macroalgae,23
East Tektite,36,2011,DSC_2330,Macroalgae,17
East Tektite,37,2011,DSC_2331,Macroalgae,35
East Tektite,38,2011,DSC_2332,Macroalgae,41.5
East Tektite,39,2011,DSC_2333,Macroalgae,47
Europa Bay,1,2011,DSC_2208,Macroalgae,24
Europa Bay,2,2011,DSC_2209,Macroalgae,22
Europa Bay,3,2011,DSC_2211,Macroalgae,19.5
Europa Bay,4,2011,DSC_2212,Macroalgae,5.5
Europa Bay,5,2011,DSC_2213,Macroalgae,12.5
Europa Bay,6,2011,DSC_2214,Macroalgae,27
Europa Bay,7,2011,DSC_2215,Macroalgae,7.5
Europa Bay,8,2011,DSC_2216,Macroalgae,12
Europa Bay,9,2011,DSC_2217,Macroalgae,20
Europa Bay,10,2011,DSC_2218,Macroalgae,5
Europa Bay,11,2011,DSC_2219,Macroalgae,8.5
Europa Bay,12,2011,DSC_2220,Macroalgae,4
Europa Bay,13,2011,DSC_2221,Macroalgae,25
Europa Bay,14,2011,DSC_2222,Macroalgae,15
Europa Bay,15,2011,DSC_2223,Macroalgae,9
Europa Bay,16,2011,DSC_2224,Macroalgae,8.5
Europa Bay,17,2011,DSC_2225,Macroalgae,8
Europa Bay,18,2011,DSC_2226,Macroalgae,9.5
Europa Bay,19,2011,DSC_2227,Macroalgae,34
Europa Bay,20,2011,DSC_2228,Macroalgae,12
Europa Bay,21,2011,DSC_2229,Macroalgae,15.5
Europa Bay,22,2011,DSC_2230,Macroalgae,8
Europa Bay,23,2011,DSC_2231,Macroalgae,11
Europa Bay,24,2011,DSC_2232,Macroalgae,15
Europa Bay,25,2011,DSC_2233,Macroalgae,15.5
Europa Bay,26,2011,DSC_2234,Macroalgae,9
Europa Bay,27,2011,DSC_2235,Macroalgae,3
Europa Bay,28,2011,DSC_2236,Macroalgae,8
Europa Bay,29,2011,DSC_2237,Macroalgae,3
Europa Bay,30,2011,DSC_2238,Macroalgae,8
Europa Bay,31,2011,DSC_2239,Macroalgae,6.5
Europa Bay,32,2011,DSC_2240,Macroalgae,2
Europa Bay,33,2011,DSC_2241,Macroalgae,2.5
Europa Bay,34,2011,DSC_2242,Macroalgae,4
Europa Bay,35,2011,DSC_2243,Macroalgae,7
Europa Bay,36,2011,DSC_2244,Macroalgae,3
Europa Bay,37,2011,DSC_2245,Macroalgae,3
Europa Bay,38,2011,DSC_2246,Macroalgae,5
Europa Bay,39,2011,DSC_2247,Macroalgae,7
Little Lameshur Bay,1,2011,DSC_2249,Macroalgae,69.9
Little Lameshur Bay,2,2011,DSC_2250,Macroalgae,35.6
Little Lameshur Bay,3,2011,DSC_2252,Macroalgae,17.9
Little Lameshur Bay,4,2011,DSC_2253,Macroalgae,7.1
Little Lameshur Bay,5,2011,DSC_2255,Macroalgae,2
Little Lameshur Bay,6,2011,DSC_2256,Macroalgae,2
Little Lameshur Bay,7,2011,DSC_2257,Macroalgae,4
Little Lameshur Bay,8,2011,DSC_2258,Macroalgae,2
Little Lameshur Bay,9,2011,DSC_2259,Macroalgae,31.3
Little Lameshur Bay,10,2011,DSC_2260,Macroalgae,21.9
Little Lameshur Bay,11,2011,DSC_2261,Macroalgae,6
Little Lameshur Bay,12,2011,DSC_2262,Macroalgae,11.2
Little Lameshur Bay,13,2011,DSC_2263,Macroalgae,1
Little Lameshur Bay,14,2011,DSC_2264,Macroalgae,0
Little Lameshur Bay,15,2011,DSC_2265,Macroalgae,49.5
Little Lameshur Bay,16,2011,DSC_2266,Macroalgae,24.4
Little Lameshur Bay,17,2011,DSC_2267,Macroalgae,23.6
Little Lameshur Bay,18,2011,DSC_2268,Macroalgae,31.2
Little Lameshur Bay,19,2011,DSC_2269,Macroalgae,7.7
Little Lameshur Bay,20,2011,DSC_2270,Macroalgae,1
Little Lameshur Bay,21,2011,DSC_2271,Macroalgae,7.7
Little Lameshur Bay,22,2011,DSC_2272,Macroalgae,30.7
Little Lameshur Bay,23,2011,DSC_2273,Macroalgae,22.6
Little Lameshur Bay,24,2011,DSC_2274,Macroalgae,18.9
Little Lameshur Bay,25,2011,DSC_2275,Macroalgae,29
Little Lameshur Bay,26,2011,DSC_2276,Macroalgae,32.5
Little Lameshur Bay,27,2011,DSC_2277,Macroalgae,31.5
Little Lameshur Bay,28,2011,DSC_2278,Macroalgae,22.8
Little Lameshur Bay,29,2011,DSC_2279,Macroalgae,5.2
Little Lameshur Bay,30,2011,DSC_2280,Macroalgae,5.1
Little Lameshur Bay,31,2011,DSC_2281,Macroalgae,40.9
Little Lameshur Bay,32,2011,DSC_2282,Macroalgae,27
Little Lameshur Bay,33,2011,DSC_2283,Macroalgae,15.5
Little Lameshur Bay,34,2011,DSC_2284,Macroalgae,55.5
Little Lameshur Bay,35,2011,DSC_2285,Macroalgae,51.8
Little Lameshur Bay,36,2011,DSC_2286,Macroalgae,60.8
Little Lameshur Bay,37,2011,DSC_2287,Macroalgae,20.6
Little Lameshur Bay,38,2011,DSC_2288,Macroalgae,4.6
Little Lameshur Bay,39,2011,DSC_2289,Macroalgae,1.6
Little Lameshur Bay,40,2011,DSC_2290,Macroalgae,57
Neptunes Table,1,2011,DSC_2335,Macroalgae,48.5
Neptunes Table,2,2011,DSC_2336,Macroalgae,43.7
Neptunes Table,3,2011,DSC_2337,Macroalgae,38.9
Neptunes Table,4,2011,DSC_2338,Macroalgae,38.1
Neptunes Table,5,2011,DSC_2339,Macroalgae,13.3
Neptunes Table,6,2011,DSC_2340,Macroalgae,3.5
Neptunes Table,7,2011,DSC_2341,Macroalgae,22.4
Neptunes Table,8,2011,DSC_2342,Macroalgae,18.8
Neptunes Table,9,2011,DSC_2343,Macroalgae,13.8
Neptunes Table,10,2011,DSC_2344,Macroalgae,44.4
Neptunes Table,11,2011,DSC_2345,Macroalgae,40.7
Neptunes Table,12,2011,DSC_2346,Macroalgae,54.9
Neptunes Table,13,2011,DSC_2347,Macroalgae,74.1
Neptunes Table,14,2011,DSC_2348,Macroalgae,37.9
Neptunes Table,15,2011,DSC_2349,Macroalgae,42.6
Neptunes Table,16,2011,DSC_2350,Macroalgae,52.8
Neptunes Table,17,2011,DSC_2351,Macroalgae,16.2
Neptunes Table,18,2011,DSC_2352,Macroalgae,32.1
Neptunes Table,19,2011,DSC_2353,Macroalgae,46.4
Neptunes Table,20,2011,DSC_2354,Macroalgae,74.5
Neptunes Table,21,2011,DSC_2355,Macroalgae,50
Neptunes Table,22,2011,DSC_2356,Macroalgae,13.2
Neptunes Table,23,2011,DSC_2357,Macroalgae,28.9
Neptunes Table,24,2011,DSC_2358,Macroalgae,20.7
Neptunes Table,25,2011,DSC_2359,Macroalgae,67.3
Neptunes Table,26,2011,DSC_2360,Macroalgae,48.5
Neptunes Table,27,2011,DSC_2361,Macroalgae,46
Neptunes Table,28,2011,DSC_2362,Macroalgae,64.5
Neptunes Table,29,2011,DSC_2363,Macroalgae,61.8
Neptunes Table,30,2011,DSC_2364,Macroalgae,45.7
Neptunes Table,31,2011,DSC_2365,Macroalgae,67.3
Neptunes Table,32,2011,DSC_2366,Macroalgae,40.6
Neptunes Table,33,2011,DSC_2367,Macroalgae,36.4
Neptunes Table,34,2011,DSC_2368,Macroalgae,47.2
Neptunes Table,35,2011,DSC_2369,Macroalgae,50
Neptunes Table,36,2011,DSC_2370,Macroalgae,51
Neptunes Table,37,2011,DSC_2371,Macroalgae,43.3
Neptunes Table,38,2011,DSC_2372,Macroalgae,41
Neptunes Table,39,2011,DSC_2373,Macroalgae,63.8
Neptunes Table,40,2011,DSC_2374,Macroalgae,44.5
White Point,1,2011,DSC_2158,Macroalgae,18.4
White Point,2,2011,DSC_2159,Macroalgae,6.3
White Point,3,2011,DSC_2160,Macroalgae,30.3
White Point,4,2011,DSC_2161,Macroalgae,10.9
White Point,5,2011,DSC_2162,Macroalgae,27.8
White Point,6,2011,DSC_2163,Macroalgae,27.2
White Point,7,2011,DSC_2164,Macroalgae,20.7
White Point,8,2011,DSC_2165,Macroalgae,21.6
White Point,9,2011,DSC_2166,Macroalgae,21.4
White Point,10,2011,DSC_2167,Macroalgae,14.9
White Point,11,2011,DSC_2168,Macroalgae,28.9
White Point,12,2011,DSC_2169,Macroalgae,8.1
White Point,13,2011,DSC_2170,Macroalgae,11.1
White Point,14,2011,DSC_2171,Macroalgae,24.1
White Point,15,2011,DSC_2172,Macroalgae,11.1
White Point,16,2011,DSC_2173,Macroalgae,17.6
White Point,17,2011,DSC_2174,Macroalgae,3.1
White Point,18,2011,DSC_2175,Macroalgae,4.2
White Point,19,2011,DSC_2176,Macroalgae,5.9
White Point,20,2011,DSC_2177,Macroalgae,21.6
White Point,21,2011,DSC_2178,Macroalgae,12.2
White Point,22,2011,DSC_2179,Macroalgae,7.3
White Point,23,2011,DSC_2180,Macroalgae,16.7
White Point,24,2011,DSC_2181,Macroalgae,22.4
White Point,25,2011,DSC_2182,Macroalgae,16.1
White Point,26,2011,DSC_2183,Macroalgae,15.1
White Point,27,2011,DSC_2184,Macroalgae,13.3
White Point,28,2011,DSC_2185,Macroalgae,20.4
White Point,29,2011,DSC_2186,Macroalgae,21.9
White Point,30,2011,DSC_2187,Macroalgae,26.8
White Point,31,2011,DSC_2188,Macroalgae,17.4
White Point,32,2011,DSC_2189,Macroalgae,20.7
White Point,33,2011,DSC_2190,Macroalgae,24.9
White Point,34,2011,DSC_2191,Macroalgae,20.4
White Point,35,2011,DSC_2192,Macroalgae,19
White Point,36,2011,DSC_2193,Macroalgae,8.9
White Point,37,2011,DSC_2194,Macroalgae,6.5
White Point,38,2011,DSC_2195,Macroalgae,5.7
White Point,39,2011,DSC_2196,Macroalgae,11.7
White Point,40,2011,DSC_2197,Macroalgae,18.8
Cabritte,1,2011,DSC_2116,percentCover_CTB,39.2
Cabritte,2,2011,DSC_2117,percentCover_CTB,33.3
Cabritte,3,2011,DSC_2118,percentCover_CTB,30.5
Cabritte,4,2011,DSC_2119,percentCover_CTB,71
Cabritte,5,2011,DSC_2120,percentCover_CTB,47.2
Cabritte,6,2011,DSC_2121,percentCover_CTB,37.5
Cabritte,7,2011,DSC_2122,percentCover_CTB,47
Cabritte,8,2011,DSC_2123,percentCover_CTB,39
Cabritte,9,2011,DSC_2124,percentCover_CTB,24.4
Cabritte,10,2011,DSC_2125,percentCover_CTB,40.5
Cabritte,11,2011,DSC_2126,percentCover_CTB,32.8
Cabritte,12,2011,DSC_2127,percentCover_CTB,40.1
Cabritte,13,2011,DSC_2128,percentCover_CTB,47.9
Cabritte,14,2011,DSC_2129,percentCover_CTB,35.7
Cabritte,15,2011,DSC_2130,percentCover_CTB,40.2
Cabritte,16,2011,DSC_2131,percentCover_CTB,68
Cabritte,17,2011,DSC_2132,percentCover_CTB,67.5
Cabritte,18,2011,DSC_2133,percentCover_CTB,47.7
Cabritte,19,2011,DSC_2134,percentCover_CTB,40.2
Cabritte,20,2011,DSC_2135,percentCover_CTB,37.4
Cabritte,21,2011,DSC_2136,percentCover_CTB,58.6
Cabritte,22,2011,DSC_2137,percentCover_CTB,38.5
Cabritte,23,2011,DSC_2138,percentCover_CTB,28.8
Cabritte,24,2011,DSC_2139,percentCover_CTB,41.1
Cabritte,25,2011,DSC_2140,percentCover_CTB,36.4
Cabritte,26,2011,DSC_2141,percentCover_CTB,35.2
Cabritte,27,2011,DSC_2142,percentCover_CTB,34.5
Cabritte,28,2011,DSC_2143,percentCover_CTB,8.5
Cabritte,29,2011,DSC_2144,percentCover_CTB,61.5
Cabritte,30,2011,DSC_2145,percentCover_CTB,44.9
Cabritte,31,2011,DSC_2146,percentCover_CTB,38.9
Cabritte,32,2011,DSC_2147,percentCover_CTB,30.3
Cabritte,33,2011,DSC_2148,percentCover_CTB,32.1
Cabritte,34,2011,DSC_2149,percentCover_CTB,30.5
Cabritte,35,2011,DSC_2150,percentCover_CTB,34.5
Cabritte,36,2011,DSC_2151,percentCover_CTB,20.5
Cabritte,37,2011,DSC_2152,percentCover_CTB,17.7
Cabritte,38,2011,DSC_2153,percentCover_CTB,97
Cabritte,39,2011,DSC_2154,percentCover_CTB,44.5
Cabritte,40,2011,DSC_2155,percentCover_CTB,33.2
East Tektite,1,2011,DSC_2295,percentCover_CTB,14.5
East Tektite,2,2011,DSC_2296,percentCover_CTB,31
East Tektite,3,2011,DSC_2297,percentCover_CTB,89.5
East Tektite,4,2011,DSC_2298,percentCover_CTB,17
East Tektite,5,2011,DSC_2299,percentCover_CTB,40
East Tektite,6,2011,DSC_2300,percentCover_CTB,83.5
East Tektite,7,2011,DSC_2301,percentCover_CTB,73.1
East Tektite,8,2011,DSC_2302,percentCover_CTB,52.5
East Tektite,9,2011,DSC_2303,percentCover_CTB,79
East Tektite,10,2011,DSC_2304,percentCover_CTB,29.5
East Tektite,11,2011,DSC_2305,percentCover_CTB,32
East Tektite,12,2011,DSC_2306,percentCover_CTB,61.5
East Tektite,13,2011,DSC_2307,percentCover_CTB,52
East Tektite,14,2011,DSC_2308,percentCover_CTB,53.5
East Tektite,15,2011,DSC_2309,percentCover_CTB,35
East Tektite,16,2011,DSC_2310,percentCover_CTB,36
East Tektite,17,2011,DSC_2311,percentCover_CTB,31.5
East Tektite,18,2011,DSC_2312,percentCover_CTB,34.5
East Tektite,19,2011,DSC_2313,percentCover_CTB,41
East Tektite,20,2011,DSC_2314,percentCover_CTB,98
East Tektite,21,2011,DSC_2315,percentCover_CTB,39.5
East Tektite,22,2011,DSC_2316,percentCover_CTB,69.5
East Tektite,23,2011,DSC_2317,percentCover_CTB,47
East Tektite,24,2011,DSC_2318,percentCover_CTB,65.5
East Tektite,25,2011,DSC_2319,percentCover_CTB,46.5
East Tektite,26,2011,DSC_2320,percentCover_CTB,70
East Tektite,27,2011,DSC_2321,percentCover_CTB,91
East Tektite,28,2011,DSC_2322,percentCover_CTB,39
East Tektite,29,2011,DSC_2323,percentCover_CTB,18.5
East Tektite,30,2011,DSC_2324,percentCover_CTB,41.5
East Tektite,31,2011,DSC_2325,percentCover_CTB,34.5
East Tektite,32,2011,DSC_2326,percentCover_CTB,53
East Tektite,33,2011,DSC_2327,percentCover_CTB,44
East Tektite,34,2011,DSC_2328,percentCover_CTB,44
East Tektite,35,2011,DSC_2329,percentCover_CTB,52
East Tektite,36,2011,DSC_2330,percentCover_CTB,72
East Tektite,37,2011,DSC_2331,percentCover_CTB,51
East Tektite,38,2011,DSC_2332,percentCover_CTB,44.5
East Tektite,39,2011,DSC_2333,percentCover_CTB,49
Europa Bay,1,2011,DSC_2208,percentCover_CTB,56.5
Europa Bay,2,2011,DSC_2209,percentCover_CTB,29.5
Europa Bay,3,2011,DSC_2211,percentCover_CTB,62.5
Europa Bay,4,2011,DSC_2212,percentCover_CTB,47
Europa Bay,5,2011,DSC_2213,percentCover_CTB,39.5
Europa Bay,6,2011,DSC_2214,percentCover_CTB,55.5
Europa Bay,7,2011,DSC_2215,percentCover_CTB,60
Europa Bay,8,2011,DSC_2216,percentCover_CTB,64
Europa Bay,9,2011,DSC_2217,percentCover_CTB,74.5
Europa Bay,10,2011,DSC_2218,percentCover_CTB,61
Europa Bay,11,2011,DSC_2219,percentCover_CTB,66
Europa Bay,12,2011,DSC_2220,percentCover_CTB,35.5
Europa Bay,13,2011,DSC_2221,percentCover_CTB,58.5
Europa Bay,14,2011,DSC_2222,percentCover_CTB,78
Europa Bay,15,2011,DSC_2223,percentCover_CTB,81.5
Europa Bay,16,2011,DSC_2224,percentCover_CTB,82.5
Europa Bay,17,2011,DSC_2225,percentCover_CTB,68.5
Europa Bay,18,2011,DSC_2226,percentCover_CTB,81.5
Europa Bay,19,2011,DSC_2227,percentCover_CTB,57
Europa Bay,20,2011,DSC_2228,percentCover_CTB,86.5
Europa Bay,21,2011,DSC_2229,percentCover_CTB,80
Europa Bay,22,2011,DSC_2230,percentCover_CTB,78.5
Europa Bay,23,2011,DSC_2231,percentCover_CTB,71.5
Europa Bay,24,2011,DSC_2232,percentCover_CTB,75.5
Europa Bay,25,2011,DSC_2233,percentCover_CTB,77
Europa Bay,26,2011,DSC_2234,percentCover_CTB,86
Europa Bay,27,2011,DSC_2235,percentCover_CTB,87.5
Europa Bay,28,2011,DSC_2236,percentCover_CTB,81.5
Europa Bay,29,2011,DSC_2237,percentCover_CTB,93
Europa Bay,30,2011,DSC_2238,percentCover_CTB,81.5
Europa Bay,31,2011,DSC_2239,percentCover_CTB,80
Europa Bay,32,2011,DSC_2240,percentCover_CTB,96
Europa Bay,33,2011,DSC_2241,percentCover_CTB,93.5
Europa Bay,34,2011,DSC_2242,percentCover_CTB,94
Europa Bay,35,2011,DSC_2243,percentCover_CTB,83.5
Europa Bay,36,2011,DSC_2244,percentCover_CTB,92.5
Europa Bay,37,2011,DSC_2245,percentCover_CTB,89
Europa Bay,38,2011,DSC_2246,percentCover_CTB,93
Europa Bay,39,2011,DSC_2247,percentCover_CTB,85.5
Little Lameshur Bay,1,2011,DSC_2249,percentCover_CTB,18.9
Little Lameshur Bay,2,2011,DSC_2250,percentCover_CTB,52.6
Little Lameshur Bay,3,2011,DSC_2252,percentCover_CTB,63.2
Little Lameshur Bay,4,2011,DSC_2253,percentCover_CTB,70.2
Little Lameshur Bay,5,2011,DSC_2255,percentCover_CTB,75
Little Lameshur Bay,6,2011,DSC_2256,percentCover_CTB,95
Little Lameshur Bay,7,2011,DSC_2257,percentCover_CTB,95
Little Lameshur Bay,8,2011,DSC_2258,percentCover_CTB,97.5
Little Lameshur Bay,9,2011,DSC_2259,percentCover_CTB,52.5
Little Lameshur Bay,10,2011,DSC_2260,percentCover_CTB,71.4
Little Lameshur Bay,11,2011,DSC_2261,percentCover_CTB,83.5
Little Lameshur Bay,12,2011,DSC_2262,percentCover_CTB,74.5
Little Lameshur Bay,13,2011,DSC_2263,percentCover_CTB,83.7
Little Lameshur Bay,14,2011,DSC_2264,percentCover_CTB,100
Little Lameshur Bay,15,2011,DSC_2265,percentCover_CTB,40.3
Little Lameshur Bay,16,2011,DSC_2266,percentCover_CTB,70.6
Little Lameshur Bay,17,2011,DSC_2267,percentCover_CTB,68.3
Little Lameshur Bay,18,2011,DSC_2268,percentCover_CTB,57.3
Little Lameshur Bay,19,2011,DSC_2269,percentCover_CTB,87.8
Little Lameshur Bay,20,2011,DSC_2270,percentCover_CTB,84.3
Little Lameshur Bay,21,2011,DSC_2271,percentCover_CTB,54.4
Little Lameshur Bay,22,2011,DSC_2272,percentCover_CTB,63
Little Lameshur Bay,23,2011,DSC_2273,percentCover_CTB,56.9
Little Lameshur Bay,24,2011,DSC_2274,percentCover_CTB,73.5
Little Lameshur Bay,25,2011,DSC_2275,percentCover_CTB,48
Little Lameshur Bay,26,2011,DSC_2276,percentCover_CTB,57.1
Little Lameshur Bay,27,2011,DSC_2277,percentCover_CTB,54.8
Little Lameshur Bay,28,2011,DSC_2278,percentCover_CTB,74.1
Little Lameshur Bay,29,2011,DSC_2279,percentCover_CTB,92.2
Little Lameshur Bay,30,2011,DSC_2280,percentCover_CTB,82.8
Little Lameshur Bay,31,2011,DSC_2281,percentCover_CTB,55.4
Little Lameshur Bay,32,2011,DSC_2282,percentCover_CTB,61.5
Little Lameshur Bay,33,2011,DSC_2283,percentCover_CTB,71.5
Little Lameshur Bay,34,2011,DSC_2284,percentCover_CTB,43
Little Lameshur Bay,35,2011,DSC_2285,percentCover_CTB,37.9
